descricao
"** Aprovado o Requerimento do Dep. Daniel Coelho (PSDB-PE), que solicita preferência para apreciação do PL nº 7.699/2006, item 3, sobre os demais itens da pauta."
"** Aprovado o Requerimento do Dep. Jovair Arantes, Líder do PTB, que solicita preferência para apreciação do Projeto de Lei nº 4.246/2012, item 6, sobre os demais itens da pauta."
"** Aprovado o Requerimento do Dep. Paulo Teixeira, na qualidade de Líder do Governo, que solicita preferência para apreciação da ordem do dia na seguinte sequência: 1º) PL nº 6.459 de 2013; 2º) PL nº 1.805 de 2015; 3º) PL nº 3.490 de 2012; 4º) PLP nº 163 de 2015; 5º) PL nº 466 de 2015; 6º) PL nº 3.561 de 2015; 7º) PRC nº 109 de 2015; 8º) PL nº 1.428 de 1999; 9) PRC nº 8 de 2007; seguidos dos demais itens."
"** Aprovado o Requerimento do Dep. Paulo Teixeira, na qualidade de Líder do Governo, que solicita preferência para apreciação da ordem do dia na seguinte sequência: 1º) PL nº 6.459 de 2013; 2º) PL nº 1.805 de 2015; 3º) PL nº 3.490 de 2012; 4º) PLP nº 163 de 2015; 5º) PL nº 466 de 2015; 6º) PL nº 3.561 de 2015; 7º) PRC nº 109 de 2015; 8º) PL nº 1.428 de 1999; 9º) PRC nº 8 de 2007; seguidos dos demais itens."
** Aprovado o Requerimento.
"** Rejeitado o Requerimento do Dep. Ságuas Moraes, na qualidade de Líder do PT, que solicita inversão da pauta, para que o Projeto de Lei nº 2.479/2000 seja votado primeiramente, renumerando-se os demais itens da pauta."
"*** Aprovado o Requerimento do Dep. Onyx Lorenzoni, na qualidade de Líder  do DEM, que solicita preferência para apreciação do PDC nº 84 de 2015 sobre os demais itens da pauta."
"*** Aprovado o Requerimento do Dep. Onyx Lorenzoni, na qualidade de Líder do DEM, que solicita preferência para apreciação do PDC nº 84 de 2015 sobre os demais itens da pauta."
*** Aprovado o Requerimento do Dep. Simão Sessim (PP-RJ) que solicita preferência para apreciação do PL nº 7.664/2014 sobre os demais itens da pauta.
"*** Rejeitada a modificação na Ordem do Dia decorrente de consulta formulada pelo Presidente, nos termos do § 1º do art. 160 do Regimento Interno, em face do encaminhamento, à Mesa, de mais de cinco requerimentos de preferência."
"*** Votação, em turno único, do Projeto de Lei nº 3.232 de 1992, principal (Sessão Deliberativa Ordinária de 20/10/2015). 
Encaminhou a Votação o Dep. Afonso Florence (PT-BA). 
Votação do requerimento da bancada do PR, que solicita DESTAQUE DE PREFERÊNCIA PARA O PROJETO DE LEI Nº 6.446/2013, APENSADO - DTQ 3. 
APROVADO O DESTAQUE DE PREFERÊNCIA. 
Prejudicado o destaque de preferência da bancada do PCdoB, para votação do Projeto de Lei nº 6.446/2013, apensado - DTQ 4. 
Rejeitadas as Emendas de Plenário nºs 1 e 2, com pareceres pela rejeição, ressalvados os destaques. 
Em razão do resultado proclamado pela Mesa: ""Aprovado o Projeto de Lei nº 6.446 de 2013"" (em processo simbólico), foi solicitada a verificação da votação pelos Deputados Daniel Coelho, na qualidade de Líder do PSDB; e Alex Manente (PPS-SP), passando-se à sua votação pelo processo nominal. 
APROVADO O PROJETO DE LEI Nº 6.446 DE 2013, APENSADO, ressalvados os destaques. Sim: 318; não: 79; abstenção: 1; total: 398.  
Ficam prejudicados o Projeto de Lei nº 3.232/1992, principal; o Substitutivo da Comissão de Seguridade Social e Família; o Substitutivo da Comissão de Constituição e Justiça e de Cidadania; e os Projetos de Lei de nºs 6.045/90, 192/91, 276/91, 506/91, 750/91, 1.439/91, 1.539/91, 2.065/91, 2.735/92, 2.741/92, 3.779/97, 4.667/98, 592/99, 2.937/00, 3.562/04. 5.322/09, 1.112/11, 1.744/11, 2.270/11, 2.450/11, 3.406/12, 3.523/12 e 7.175/14, apensados, ressalvados os destaques. 
Votação do § 3º do art. 5º do Projeto de Lei nº 6.446/2013, apensado, objeto do destaque para votação em separado da bancada do Bloco PP,PROS (bloco conforme data da apresentação do destaque) - DTQ 1. 
Encaminharam a Votação: Dep. Wadih Damous (PT-RJ) e Dep. Damião Feliciano (PDT-PB). 
Suprimido o texto destacado. 
Prejudicado o destaque da bancada do PSDB, para votação em separado do § 3º do art. 5º do Projeto de Lei nº 6.446/2013, apensado - DTQ 5. 
Prejudicado o destaque da bancada do DEM, para votação em separado do § 3º do art. 5º do Projeto de Lei nº 6.446/2013, apensado - DTQ 9. 
Votação da Emenda de Plenário nº 2, objeto do destaque da bancada do PSD - DTQ 10. 
Encaminhou a Votação o Dep. Wadih Damous (PT-RJ). 
Rejeitada a Emenda de Plenário nº 2. 
Votação da Emenda de Plenário nº 1, objeto do destaque da bancada do Bloco PP,PROS (bloco conforme data da apresentação do destaque) - DTQ 2. 
Encaminharam a Votação: Dep. Wadih Damous (PT-RJ) e Dep. Pompeo de Mattos (PDT-RS). 
Rejeitada a Emenda de Plenário nº 1. Sim: 206; não: 219; abstenção: 1; total: 426 (votação nominal, de ofício)
Prejudicado o destaque da bancada do DEM, para votação da Emenda de Plenário nº 1 - DTQ 7. 
Votação da expressão ""em juízo colegiado prévio"" constante do art. 10 do Projeto de Lei nº 6.446/2013, apensado, objeto do destaque para votação em separado da bancada do PSDB - DTQ 6. 
Em razão do resultado proclamado pela Mesa: ""Mantida a expressão"" (em processo simbólico), foi solicitada a verificação da votação pelo Deputado Daniel Coelho, na qualidade de Líder do PSDB, passando-se à sua votação pelo processo nominal.
Mantida a expressão destacada. Sim: 273; não: 145; abstenção: 1; total: 419.
Votação do art. 2º do Projeto de Lei nº 7.175/2014, apensado, para incluir o referido dispositivo onde couber, objeto do destaque para votação em separado da bancada do PSB - DTQ 8. 
Encaminhou a Votação o Dep. Heitor Schuch (PSB-RS). 
Aprovado o Requerimento de Urgência (Art. 155 do RICD).   Sim: 378; Não: 43; Abst.: 4; Total: 425.
Aprovado o Requerimento de Urgência (Art. 155 do RICD).  DCD 21 11 08 PAG 52918 COL 02.
Aprovado o Requerimento de Urgência (Art. 155 do RICD).  Sim: 262; Não: 111; Total: 373.
Aprovado o Requerimento de Urgência (Art. 155 do RICD).  Sim: 285; Não: 78; Abstenção: 1; Total: 364.
"Aprovado o Requerimento de Urgência (Art. 155 do RICD).  Sim: 321; Não: 2; Abstenção: 0; Total: 323.
DCD de 18/02/09 PÁG 4799 COL 01."
Aprovado o Requerimento de Urgência (Art. 155 do RICD).  Sim: 323; Não: 106; Total: 429.
Aprovado o Requerimento de Urgência (Art. 155 do RICD).  Sim: 350; Não: 17; Total: 367.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). DCD 21 11 08 PAG 52917 COL 02.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim 276; não: 3; abstenções: 2; total: 281.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim 359; não 9; abstenção 1; total 369.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim:  277; não: 33 ; total:310.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 192; não: 211; abstenção: 2; total: 405.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 257; não: 102; total: 359.
"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 258; não: 130; abstenção: 1; total: 389.
DCD de 02/10/13 PÁG 43982 COL 01."
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 258; não: 164; abstenção: 3; total: 425.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 258; não:76;  total: 334.
"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 259; não: 58; abstenção: 4; total: 321.
DCD de 17/04/13 PÁG 10835 COL 02"
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 263; não:162; total: 425.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 264; não: 141; abstenção: 3; total: 408.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 264; não: 144; total: 408.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 267; Não: 156; Total: 423.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 268; não: 4; abstenção: 3; total: 275.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 268; não: 4; total: 272.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 269; não: 1 abstenção:1; total:271.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 269; não: 137; total: 406.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 270; não: 15; abstenção: 1; total: 286.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 270; não: 88; total: 358.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 272; Não: 140; Abstenção: 3; Total: 415.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 273; não: 9; abstenção: 1; total: 283.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 274; não: 157; abstenção: 1; total: 432.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 274; não: 15; abstenção: 1; total: 290.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 275; não: 145; total: 420.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 275; não: 6; abstenção: 5; total: 286.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 276; Não: 140; Abstenção: 1; Total: 417.
"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 276; não: 35; abstenção: 3; total: 314.
DCD de 19/02/09 PÁG 5000 COL 01."
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 276; não: 62; total: 338.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 277; não: 138; total: 415.
"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 277; não: 47; abstenção: 1; total: 325.
DCD do dia 07/11/12 PÁG 35507 COL 02."
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 278; não: 158; abstenção: 3; total: 439.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 278; não: 88; abstenção: 4; total: 370.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 279; não: 180; abstenção: 3; total: 462.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 280; não: 165; abstenção: 1; total: 446.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 280; não: 97; abstenção: 1; total: 378.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 281; não: 109; abstenção: 1; total: 391.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 283; não: 65; abstenção: 1; total: 349.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 283; não: 6; abstenção: 2; total: 291.
"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 284 ; não: 53; abstenção:6 ; total: 344 .
(Ficam prejudicados os Requerimentos de n. 10.392/2014 e 512/2015, de mesmo teor)."
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 285; não: 103; abstenção: 1; total: 389.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 285; não: 113; abstenção: 2; total: 400.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 285; não: 15; abstenção: 1; total: 301.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 285; não: 91; total: 376.
"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 287; não: 144; total:431.
DCD de 20/04/17 PÁG 198 COL 01."
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 287; não: 85; abstenção: 1; total: 373.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 287; não: 95; abstenção: 1; total: 383.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 290; Não: 111; Abstenção: 3; Total: 404.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 290; não: 101; total: 391.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 290; não: 116; total: 406.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 290; não: 32; abstenção: 3; total: 325.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 290; não: 57; total: 347.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 291; não: 106; abstenção: 5; total: 402.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 291; não: 166; total: 457.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 291; não: 8; abstenção: 4; total: 303.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 291; não:110 ; abstenção:1 ; total: 402.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 291; não:1; total: 292.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; abstenção: 2; total: 294.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 293; Não: 118; Abstenção: 4; Total: 415.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 293; não: 10; abstenção: 5; total: 308.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 293; não: 111; abstenção: 1; total: 405.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 293; não: 138; abstenção: 11; total: 442.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 293; não: 7; abstenção: 2; total: 302.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 294; Não: 14; Total: 308.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 294; não: 108;  total: 402.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 294; não: 4; abstenção: 5; total: 303.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 295; não: 120; abstenção: 1; total: 416.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 296; Não: 104; Abstenção: 2; Total: 402.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 296; não: 107; total: 403.
"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 297; não 9; total: 306.
DCD de 19/02/09 PÁG 5014 COL 01."
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 297; não: 108; total:.405
"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 297; não: 57; total: 354.
DCD do dia 08/11/12 PÁG 36023 COL 01."
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 299; Não: 134; Abstenção: 3; Total: 436.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 299; não: 110; abstenção: 1; total: 410.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 299; não: 9; abstenção: 1; total: 309.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 300; não: 118; abstenção: 1; total: 419.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 300; não: 149; total: 449.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 300; não: 16; abstenção: 4; total: 320.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 300; não: 85; total: 385.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 301; não: 137; abstenção: 1; total: 439.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 301; não: 14; abstenção: 8; total: 323.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 302; não: 140; abstenção: 1; total: 443.
"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 302; não: 15; abstenção; 1; total: 318.
DCD de 19/02/09 PÁG 4984 COL 01."
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 302; não: 82; abstenção: 1; total: 385.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 303; não: 69; abstenção: 1; total: 373.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 303; não: 95; total: 398.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 304; não: 101 (Considerando o voto da Dep. Fernanda Melchiona); abstenção: 1; total: 406.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 304; não: 8; total: 312.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 305; não: 122; abstenção: 1; total: 428.
"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 306; não: 3; abstenção: 1; total: 310.
DCD de 25/04/13 PÁG 12414 COL 01."
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 307; não: 115; abstenção: 1; total: 423.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 307; não: 131; total: 438.
"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 307; não: 18;  abstenção: 04; total: 329.
DCD do dia 21/03/12 PÁG 7584 COL 02."
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 307; não: 64; total:.371.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 309; não: 11; total: 320.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 309; não: 35; total: 344.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 310; não: 113; total: 423.
"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 310; não: 12; abstenção: 2; total: 324.
DCD de 01/06/16 PÁG 261 COL 01."
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 311; não: 45; total: 356.
"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 312; não: 65; abstenção: 2; total: 379.
DCD de 25/11/16 PÁG 51 COL 01."
"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 313; não: 132; total: 445.
DCD de 01/07/15 PÁG 91 COL 01"
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 314; Não: 140; Total: 454.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 314; não: 17; abstenção: 4; total: 335.
"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 314; não: 2; total: 316.
DCD de 01/06/16 PÁG 204 COL 01."
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 315; não: 10; total: 325.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 315; não: 27; total: 342.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 315; não: 97; total: 412.
"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 316; não: 01; abstenção: 01; total: 318.
DCD de 06/03/15 PÁG 116 COL 01."
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 316; não: 105; abstenção:1; total: 422.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 316; não: 166; abstenção: 3; total: 485.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 316; não: 89; abstenção: 5; total: 410.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 316; não: 96; abstenção: 2; total: 414.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 316; não: 98; total: 414.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 317; Não: 66; Abstenção: 2; Total: 385.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 317; não: 4; total: 321.
"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 317; não: 9; abstenção: 2; total: 328.
DCD de 01/06/16 PÁG 241 COL 01."
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 318; abstenção:2; total: 320.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 318; não: 118; abstenção: 2; total: 438.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 318; não: 21; abstenção: 2; total:341.
"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 318; total: 318.
DCD de 09/08/17 PÁG 15 COL 01"
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 320; não: 115; abstenção: 1; total: 436.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 320; não: 117; total: 437.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 320; não: 13; total: 333.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 321; Não: 51; Total: 372.
"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 321; não: 4; abstenção: 1; total: 326.
DCD de 01/06/16 PÁG 222 COL 01."
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 321; não: 91; abstenção: 2; total: 414.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 322; não: 105; abstenção: 1; total:428.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 322; não: 95; total: 417.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 323; não: 106; abstenção: 2; total: 431.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 323; não: 12; abstenção: 1; total: 336.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 324; não: 131; abstenção: 1; total: 456.
"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 324; não: 1; total: 325.
DCD de 27/03/13 PÁG 06752 COL 01."
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 324; não: 43; abstenção: 5; total: 372.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 325; não: 29; abstenção: 2; total: 356.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 325; não: 97; total: 422.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 325; não:18; abstenção: 1 ; total: 344.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 327; não: 4; abstenção: 1; total: 332.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 327; não: 71; abstenção: 1; total: 399.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 328; não: 48; total: 376.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 328; não: 63; abstenção: 1; total: 392.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 329; não: 11; total: 340.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 329; não: 12; total: 341.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 330; não: 109; abstenção: 2; total: 441.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 330; não: 43; abstenção: 1; total: 374.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 330; não: 49; abstenção: 4; total: 383.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 331; não: 107; total: 438.
"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 331; não: 25; total: 356. Computado o voto verbal ""sim"" do Dep. Rubens Bueno."
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 331; não: 55; abstenção: 1; total: 387.
"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 332; não: 7; abstenção: 2; total: 341.
DCD de 09/08/17 PÁG 131 COL 01."
"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 333; não: 12; abstenção: 2; total: 347.
DCD de 01/06/16 PÁG 297 COL 01."
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 333; não: 91; total: 424.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 334; Não: 16; Total: 350.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 334; não: 103; total: 437.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 334; não: 17; abstenção: 1; total: 352.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 334; não: 30; abstenção: 4; total: 368.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 335; não:1; total: 336.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 336 ; não: 60; total: 396.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 336; não: 66; abstenção: 1; total: 403.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 337; não: 103; abstenção: 1; total: 441.
"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 337; não: 105; total: 442.
DCD do dia 13/07/16 PÁG 151 COL 01."
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 337; não: 17; total: 354.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 338; não: 105; total: 443.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 339; Não: 39; Abstenção: 2; Total: 380.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 339; não: 18; total: 357.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 339; não: 82; abstenção: 1; total: 422.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 339; não: 82; abstenção: 5; total: 426.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 341; não: 59; abstenção: 1; total: 401.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 342; não: 10; abstenção: 1; total: 353.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 342; não: 16; abstenção: 3; total: 361.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 342; não: 46; total: 388.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 342; não: 83; total: 425.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 343; não: 8; abstenção: 1; total: 352.
"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 343; não: 9; abstenção: 3; total: 355.
DCD de 01/06/16 PÁG 377 COL 01."
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 344; não: 55; abstenção: 1; total: 400.
"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 344; não: 6; abstenção: 6; total: 356.
DCD de 13/03/13 PÁG 04413 COL 02."
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 344; não: 78; total: 422.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 346; não: 28; total: 374.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 346; não: 34; total: 380.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 346; não: 53; abstenção: 3; total: 402.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 346; não: 55; total: 401.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 347; não: 86; total: 433.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 348; não: 48; abstenção: 2; total: 398.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 348; não: 57; total: 405.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 348; não: 5; total: 353.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 349; não: 23; total: 372.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 349; não: 4; total: 353.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 350; não: 19; abstenção: 3; total: 372.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 350; não: 60; total: 410.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 351; não: 102; total: 453.
"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 352; não: 16; abstenção: 1; total: 369.
DCD de 01/06/16 PÁG 335 COL 01."
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 353; Não: 7; Abstenção: 1; Total: 361.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 354; não: 83; total: 437.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 355; Não: 35; Total: 390.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 355; não: 6; total: 361.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 356; não: 48; total: 404.
Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 356; não: 89; abstenção: 1; total: 446.
